date,station,latitude,longitude,district,river,basin,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_api,rainfall_anomaly_7d,data_source
2001-01-16,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,7.49,10.32,10.71,11.23,11.32,10.21,5.7575,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-17,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.07,10.270000000000001,10.78,11.280000000000001,11.39,8.75,6.089999999999999,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-18,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,7.5600000000000005,10.75,11.17,11.39,7.44,6.320555555555556,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-19,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.07,10.7,11.14,11.39,6.32,6.503684210526314,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-20,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.389999999999999,10.840000000000002,11.39,5.38,6.403499999999999,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-21,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.27,10.780000000000001,11.39,4.57,6.473333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-22,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,7.5600000000000005,10.780000000000001,11.39,3.88,3.9359090909090915,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-23,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.07,10.780000000000001,11.39,3.3,-3.396521739130435,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-24,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01,0.01,10.790000000000001,11.4,2.82,-3.3150000000000004,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-25,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.39,0.4,0.4,11.15,11.790000000000001,2.78,-2.9012000000000002,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-26,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.38,1.7799999999999998,1.7799999999999998,12.48,13.17,3.75,-1.7657692307692305,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-27,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.4,2.17,2.1799999999999997,12.57,13.57,3.58,-1.3381481481481483,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-28,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,1.8299999999999996,2.23,12.500000000000002,13.620000000000001,3.1,-1.1750000000000003,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-29,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.2,0.6499999999999998,2.4299999999999997,9.99,13.82,2.83,-0.9058620689655177,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-30,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2699999999999998,2.4499999999999997,2.52,13.84,2.43,-0.7793333333333337,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-01-31,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2399999999999998,2.46,2.47,13.809999999999999,2.08,-0.7623333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-01,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.57,1.6099999999999999,3.6399999999999997,4.04,15.34,3.34,0.06066666666666665,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-02,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.92,3.51,4.18,5.96,17.240000000000002,4.76,0.157333333333332,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-03,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.34,4.83,5.12,7.3,18.470000000000002,5.39,0.8103333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-04,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.06,4.319999999999999,6.130000000000001,8.36,19.5,5.64,1.580000000000001,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-05,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.53,2.9299999999999997,6.46,8.89,19.73,5.32,1.8563333333333327,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-06,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,1.5899999999999999,6.4399999999999995,8.89,19.67,4.52,1.8503333333333325,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-07,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.5299999999999998,6.42,8.88,19.67,3.85,1.830333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-08,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,4.85,8.49,19.67,3.27,0.26033333333333264,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-09,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,2.9299999999999997,7.109999999999999,19.67,2.78,-1.6596666666666673,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-10,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,1.59,6.710000000000001,19.64,2.36,-2.9926666666666675,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-11,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.53,6.66,19.59,2.01,-4.0409999999999995,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-12,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,6.460000000000001,19.28,1.71,-4.498666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-13,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.029999999999999777,0.03,6.47,19.189999999999998,1.48,-4.447666666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-14,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.03999999999999978,0.04,6.46,16.49,1.27,-3.8076666666666665,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-15,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.059999999999999776,0.06,4.91,9.02,1.1,-2.0446666666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-16,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.029999999999999777,0.06,2.99,8.95,0.93,-2.028333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-17,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.019999999999999775,0.06,1.6500000000000001,8.95,0.79,-2.028333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-18,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.5900000000000001,8.95,0.67,-2.028333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-19,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.06,8.95,0.57,-2.028333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-20,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.06,8.95,0.49,-2.058333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-21,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.019999999999999997,0.06,8.95,0.41,-2.068333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-22,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,0.06,8.95,0.35,-2.088333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-23,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.01999999999999978,0.02,0.08,8.959999999999999,0.32,-2.0706666666666664,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-24,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.03999999999999978,0.04,0.1,8.59,0.29,-1.9643333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-25,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.04999999999999978,0.05,0.11,7.220000000000001,0.26,-1.6346666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-26,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.029999999999999777,0.05,0.11,6.82,0.22,-1.5413333333333332,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-27,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.009999999999999778,0.05,0.08,6.7700000000000005,0.19,-1.5296666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-02-28,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.07,6.57,0.16,-1.4829999999999999,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-01,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.05,6.550000000000001,0.13,-1.4783333333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-02,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.05,6.53,0.11,-1.4936666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-03,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.01,0.05,4.960000000000001,0.1,-1.1473333333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-04,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.07,0.06999999999999978,0.07,0.12000000000000001,3.1100000000000003,0.15,-0.6556666666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-05,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.06999999999999978,0.07,0.12000000000000001,1.77,0.13,-0.343,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-06,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.07999999999999978,0.08,0.13,0.7200000000000001,0.12,-0.08800000000000004,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-07,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01999999999999978,0.09000000000000001,0.14,0.2,0.11,0.04333333333333334,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-08,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.03,0.1,0.15000000000000002,0.21000000000000002,0.11,0.051,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-09,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.03,0.11000000000000001,0.14,0.22,0.1,0.05866666666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-10,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.01999999999999978,0.11000000000000001,0.12,0.22,0.08,0.05866666666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-11,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.03999999999999978,0.07,0.14,0.25,0.1,0.011666666666666672,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-12,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.04,0.06999999999999978,0.11,0.18,0.29000000000000004,0.13,0.042333333333333334,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-13,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.06999999999999978,0.1,0.18,0.29000000000000004,0.11,0.03233333333333334,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-14,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.03999999999999978,0.09,0.18,0.29000000000000004,0.09,0.02233333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-15,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.08,0.18,0.26,0.08,0.01933333333333334,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-16,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,0.04999999999999978,0.12000000000000001,0.23,0.30000000000000004,0.12,0.05,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-17,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.04999999999999978,0.12,0.23,0.28,0.1,0.054666666666666655,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-18,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.05999999999999978,0.09999999999999999,0.17,0.29000000000000004,0.09,0.032333333333333325,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-19,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.13,0.1399999999999998,0.19,0.30000000000000004,0.42000000000000004,0.21,0.09199999999999998,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-20,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.1399999999999998,0.19,0.29000000000000004,0.42000000000000004,0.18,0.09199999999999998,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-21,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.1399999999999998,0.2,0.29,0.43,0.16,0.09966666666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-22,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.009999999999999778,0.2,0.27999999999999997,0.43,0.14,0.09966666666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-23,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01999999999999978,0.16,0.28,0.44,0.13,0.05733333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-24,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.009999999999999778,0.15999999999999998,0.28,0.44,0.11,0.057333333333333306,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-25,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01999999999999978,0.16,0.26,0.43,0.1,0.05966666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-26,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.009999999999999778,0.03,0.22000000000000003,0.41000000000000003,0.09,-0.06566666666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-27,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.029999999999999777,0.05,0.24000000000000005,0.42000000000000004,0.09,-0.048000000000000015,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-28,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.04999999999999978,0.07,0.27,0.45,0.11,-0.035,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-29,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.08,0.12999999999999978,0.15,0.35000000000000003,0.53,0.17,0.02633333333333332,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-30,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.15,0.2599999999999998,0.29,0.45000000000000007,0.68,0.3,0.1313333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-03-31,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.2299999999999998,0.29,0.45000000000000007,0.68,0.25,0.1313333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-01,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.14999999999999977,0.27999999999999997,0.44000000000000006,0.68,0.21,0.1213333333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-02,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.009999999999999778,0.29,0.32,0.6900000000000001,0.19,0.12899999999999995,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-03,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.029999999999999777,0.29000000000000004,0.33999999999999997,0.6399999999999999,0.18,0.14066666666666672,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-04,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.08,0.10999999999999978,0.33999999999999997,0.41000000000000003,0.72,0.24,0.17199999999999996,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-05,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.18,0.2799999999999998,0.44,0.5900000000000001,0.8899999999999999,0.38,0.23233333333333336,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-06,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,2.68,2.94,2.97,3.2600000000000002,3.56,3.0,2.1393333333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-07,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.82,4.68,4.79,5.08,5.37,4.37,3.537,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-08,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,6.21,10.71,11.0,11.280000000000001,11.57,9.93,8.300333333333334,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-09,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,2.95,10.98,13.940000000000001,14.23,14.52,11.39,10.552000000000001,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-10,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,2.15,11.31,16.07,16.36,16.64,11.83,12.187333333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-11,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,11.61,16.71,27.6,27.939999999999998,28.21,21.67,21.017666666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-12,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,52.24,66.0,79.66,80.1,80.45,70.66,60.88833333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-13,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,33.23,97.08000000000001,110.21,113.17999999999999,113.68,93.29,83.68466666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2001-04-14,KUTTYADI,11.65083333,75.75833333,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,18.88,104.35000000000001,127.27,132.06,132.56,98.17,96.33933333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
